Rnd,Pick,Tm,Player,Pos,Age,To,College/Univ
2,43,CAR,Everette Brown\BrowEv99,DE,22,2014,Florida St.
2,44,MIA,Pat White\WhitPa01,QB,23,2009,West Virginia
2,45,NYG,Clint Sintim\SintCl99,LB,23,2010,Virginia
2,46,HOU,Connor Barwin\BarwCo99,DE,22,2017,Cincinnati
2,47,OAK,Mike Mitchell\MitcMi99,DB,22,2017,Ohio
2,48,DEN,Darcel McBath\McBaDa99,DB,23,2012,Texas Tech
2,49,SEA,Max Unger\UngeMa20,C,23,2017,Oregon
2,50,CLE,Mohamed Massaquoi\MassMo00,WR,22,2012,Georgia
2,51,BUF,Andy Levitre\LeviAn20,G,23,2017,Oregon St.
2,52,CLE,David Veikune\VeikDa99,LB,23,2010,Hawaii
2,53,PHI,LeSean McCoy\McCoLe01,RB,21,2017,Pittsburgh
2,54,MIN,Phil Loadholt\LoadPh20,T,23,2014,Oklahoma
2,55,ATL,William Moore\MoorWi99,DB,24,2015,Missouri
2,56,IND,Fili Moala\MoalFi99,DT,24,2014,USC
2,57,BAL,Paul Kruger\KrugPa99,DE,23,2016,Utah
2,58,NWE,Sebastian Vollmer\VollSe20,T,25,2015,Houston
2,59,CAR,Sherrod Martin\MartSh99,DB,24,2015,Troy
2,60,NYG,Will Beatty\BeatWi20,T,24,2017,Connecticut
2,61,MIA,Sean Smith\SmitSe99,DB,22,2017,Utah
2,62,TEN,Sen'Derrick Marks\MarkSe99,DT,22,2016,Auburn
2,63,ARI,Cody Brown\BrowCo96,LB,22,,Connecticut
2,64,DEN,Richard Quinn\QuinRi00,TE,23,2012,North Carolina
3,65,NYJ,Shonn Greene\GreeSh00,RB,24,2014,Iowa
3,66,STL,Bradley Fletcher\FletBr99,DB,23,2015,Iowa
3,67,KAN,Alex Magee\MageAl99,DE,22,2010,Purdue
3,68,CHI,Jarron Gilbert\GilbJa99,DT,23,2012,San Jose St.
3,69,DAL,Jason Williams\WillJa95,LB,23,2014,West. Illinois
3,70,CIN,Michael Johnson\JohnMi98,DE,22,2017,Georgia Tech
3,71,OAK,Matt Shaughnessy\ShauMa99,DE,23,2014,Wisconsin
3,72,JAX,Terrance Knighton\KnigTe99,DT,23,2015,Temple
3,73,JAX,Derek Cox\CoxxDe99,DB,23,2013,William & Mary
3,74,SFO,Glen Coffee\CoffGl00,RB,22,2009,Alabama
3,75,DAL,Robert Brewster\BrewRo20,T,23,2010,Ball St.
3,76,DET,DeAndre Levy\LevyDe99,LB,22,2016,Wisconsin
3,77,HOU,Antoine Caldwell\CaldAn20,G,23,2012,Alabama
3,78,SDG,Louis Vasquez\VasqLo20,G,22,2015,Texas Tech
3,79,PIT,Kraig Urbik\UrbiKr20,T,24,2016,Wisconsin
3,80,WAS,Kevin Barnes\BarnKe99,DB,23,2012,Maryland
3,81,TAM,Roy Miller\MillRo99,DT,22,2017,Texas
3,82,DET,Derrick Williams\WillDe05,WR,23,2010,Penn St.
3,83,NWE,Brandon Tate\TateBr00,WR,21,2017,North Carolina
3,84,PIT,Mike Wallace\WallMi00,WR,23,2017,Mississippi
3,85,NYG,Ramses Barden\BardRa00,WR,23,2012,Cal Poly-San Luis Obispo
3,86,MIN,Asher Allen\AlleAs99,DB,21,2011,Georgia
3,87,MIA,Patrick Turner\TurnPa00,WR,22,2012,USC
3,88,BAL,Lardarius Webb\WebbLa99,DB,23,2017,Nicholls St.
3,89,TEN,Jared Cook\CookJa02,TE,22,2017,South Carolina
3,90,ATL,Chris Owens\OwenCh99,DB,22,2015,San Jose St.
3,91,SEA,Deon Butler\ButlDe00,WR,23,2012,Penn St.
3,92,IND,Jerraud Powers\PoweJe99,DB,22,2016,Auburn
3,93,CAR,Corvey Irvin\IrviCo99,DT,24,2013,Georgia
3,94,TEN,Ryan Mouton\MoutRy99,DB,23,2012,Hawaii
3,95,ARI,Rashad Johnson\JohnRa98,DB,23,2016,Alabama
3,96,PIT,Keenan Lewis\LewiKe96,DB,23,2015,Oregon St.
3,97,NWE,Tyrone McKenzie\McKeTy99,LB,23,2012,South Florida
3,98,CIN,Chase Coffman\CoffCh00,TE,22,2016,Missouri
3,99,CHI,Juaquin Iglesias\IgleJu00,WR,22,2009,Oklahoma
3,100,NYG,Travis Beckum\BeckTr00,TE,22,2012,Wisconsin
4,101,DAL,Stephen McGee\McGeSt00,QB,24,2011,Texas A&M
4,102,KAN,Donald Washington\WashDo98,DB,23,2011,Ohio St.
4,103,STL,Darell Scott\ScotDo99,DT,23,2011,Clemson
4,104,CLE,Kaluka Maiava\MaiaKa99,LB,22,2014,USC
4,105,CHI,Henry Melton\MeltHe99,DE,22,2015,Texas
4,106,CIN,Jonathan Luigs\LuigJo20,C,23,2009,Arkansas
4,107,JAX,Mike Thomas\ThomMi01,WR,22,2012,Arizona
4,108,MIA,Brian Hartline\HartBr00,WR,22,2015,Ohio St.
4,109,GNB,T.J. Lang\LangT.20,T,22,2017,East. Michigan
4,110,DAL,Victor Butler\ButlVi99,LB,22,2014,Oregon St.
4,111,CAR,Mike Goodson\GoodMi00,RB,22,2013,Texas A&M
4,112,HOU,Glover Quin\QuinGl99,DB,23,2017,New Mexico
4,113,SDG,Vaughn Martin\MartVa99,DT,23,2013,West. Ontario
4,114,DEN,David Bruton\BrutDa99,DB,22,2016,Notre Dame
4,115,DET,Sammie Lee Hill\HillSa99,DT,22,2015,Stillman
4,116,NOR,Chip Vaughn\VaugCh99,DB,23,2010,Wake Forest
4,117,TAM,Kyle Moore\MoorKy99,DE,22,2012,USC
4,118,NOR,Stanley Arnoux\ArnoSt99,LB,23,2010,Wake Forest
4,119,CHI,D.J. Moore\MoorDJ99,DB,22,2013,Vanderbilt
4,120,DAL,Brandon Williams\WillBr95,DE,21,2010,Texas Tech
4,121,BUF,Shawn Nelson\NelsSh00,TE,23,2010,Southern Miss
4,122,HOU,Anthony Hill\HillAn00,TE,24,2011,North Carolina St.
4,123,NWE,Rich Ohrnberger\OhrnRi20,G,23,2014,Penn St.
4,124,OAK,Louis Murphy\MurpLo00,WR,22,2017,Florida
4,125,ATL,Lawrence Sidbury\SidbLa99,DE,23,2015,Richmond
4,126,OAK,Slade Norris\NorrSl99,DE,23,2010,Oregon St.
4,127,IND,Austin Collie\CollAu00,WR,23,2013,BYU
4,128,CAR,Tony Fiammetta\FiamTo00,RB,23,2014,Syracuse
4,129,NYG,Andre Brown\BrowAn03,RB,22,2013,North Carolina St.
4,130,TEN,Gerald McRath\McRaGe99,LB,23,2012,Southern Miss
4,131,ARI,Greg Toler\ToleGr99,DB,24,2016,St. Paul's
4,132,DEN,Seth Olsen\OlseSe20,G,23,2012,Iowa
4,133,SDG,Tyronne Green\GreeTy20,G,23,2012,Auburn
4,134,SDG,Gartrell Johnson\JohnGa01,RB,23,2010,Colorado St.
4,135,TEN,Troy Kropog\KropTr20,T,23,2014,Tulane
4,136,IND,Terrance Taylor,DT,,,Michigan
5,137,BAL,Jason Phillips\PhilJa99,LB,23,2012,TCU
5,138,ATL,William Middleton\MiddWi98,DB,23,2012,Furman
5,139,KAN,Colin Brown\BrowCo23,T,24,2013,Missouri
5,140,CHI,Johnny Knox\KnoxJo00,WR,22,2012,Abilene Christian
5,141,DEN,Kenny McKinley\McKiKe00,WR,22,2009,South Carolina
5,142,CIN,Kevin Huber\HubeKe20,P,24,2017,Cincinnati
5,143,DAL,DeAngelo Smith\SmitDe98,DB,23,2009,Cincinnati
5,144,JAX,Jarett Dillard\DillJa00,WR,23,2011,Rice
5,145,GNB,Quinn Johnson\JohnQu00,RB,23,2013,LSU
5,146,SFO,Scott McKillop\McKiSc99,LB,23,2009,Pittsburgh
5,147,BUF,Nic Harris\HarrNi99,LB,22,2010,Oklahoma
5,148,SDG,Brandon Hughes\HughBr99,DB,23,2013,Oregon St.
5,149,BAL,Davon Drew\DrewDa00,TE,23,,East Carolina
5,150,MIN,Jasper Brinkley\BrinJa99,LB,24,2015,South Carolina
5,151,NYG,Rhett Bomar\BomaRh00,QB,24,,Sam Houston St.
5,152,HOU,James Casey\CaseJa00,TE,25,2015,Rice
5,153,PHI,Cornelius Ingram\IngrCo00,TE,24,,Florida
5,154,CHI,Marcus Freeman,LB,,,Ohio St.
5,155,TAM,Xavier Fulton\FultXa20,T,23,,Illinois
5,156,ATL,Garrett Reynolds\ReynGa20,T,22,2016,North Carolina
5,157,PHI,Victor Harris\HarrVi99,DB,23,2010,Virginia Tech
5,158,WAS,Cody Glenn\GlenCo99,LB,22,2010,Nebraska
5,159,PHI,Fenuki Tupou\TupoFe20,T,24,,Oregon
5,160,STL,Brooks Foster\FostBr00,WR,23,,North Carolina
5,161,MIA,John Nalbone\NalbJo00,TE,23,2010,Monmouth
5,162,GNB,Jamon Meredith\MereJa20,T,23,2015,South Carolina
5,163,CAR,Duke Robinson\RobiDu21,G,22,,Oklahoma
5,164,NOR,Thomas Morstead\MorsTh00,P,23,2017,SMU
5,165,MIA,Chris Clemons\ClemCh97,DB,24,2015,Clemson
5,166,DAL,Michael Hamlin\HamlMi99,DB,23,2010,Clemson
5,167,ARI,Herman Johnson\JohnHe23,T,24,,LSU
5,168,PIT,Joe Burnett\BurnJo99,DB,22,2009,Central Florida
5,169,PIT,Frank Summers\SummFr00,RB,24,2014,UNLV
5,170,NWE,George Bussey\BussGe21,T,24,,Louisville
5,171,SFO,Nate Davis\DaviNa00,QB,22,,Ball St.
5,172,DAL,David Buehler\BuehDa44,K,22,2011,USC
5,173,TEN,Javon Ringer\RingJa00,RB,22,2012,Michigan St.
6,174,DEN,Tom Brandstater\BranTo00,QB,24,2011,Fresno St.
6,175,KAN,Quinten Lawrence\LawrQu00,WR,25,2009,McNeese St.
6,176,ATL,Spencer Adkins\AdkiSp99,LB,22,2011,Miami (FL)
6,177,CLE,Don Carey\CareDo00,DB,22,2017,Norfolk St.
6,178,SEA,Mike Teel\TeelMi00,QB,23,,Rutgers
6,179,CIN,Morgan Trent\TrenMo99,DB,23,2011,Michigan
6,180,JAX,Zach Miller\MillZa02,TE,24,2017,Nebraska-Omaha
6,181,MIA,Andrew Gardner\GardAn20,T,23,2016,Georgia Tech
6,182,GNB,Jarius Wynn\WynnJa99,DE,23,2014,Georgia
6,183,BUF,Cary Harris\HarrCa99,DB,22,2010,USC
6,184,SFO,Bear Pascoe\PascBe00,TE,23,2015,Fresno St.
6,185,BAL,Cedric Peerman\PeerCe00,RB,22,2016,Virginia
6,186,WAS,Robert Henson\HensRo99,LB,23,2009,TCU
6,187,GNB,Brandon Underwood\UndeBr99,DB,23,2010,Cincinnati
6,188,HOU,Brice McCain\McCaBr99,DB,22,2017,Utah
6,189,SDG,Kevin Ellison\ElliKe98,LB,22,2009,USC
6,190,CHI,Al Afalava\AfalAl99,DB,22,2012,Oregon St.
6,191,CLE,Coye Francies\FranCo99,DB,22,2012,San Jose St.
6,192,DET,Aaron Brown\BrowAa00,RB,23,2011,TCU
6,193,NYJ,Matt Slauson\SlauMa20,G,23,2017,Nebraska
6,194,PHI,Brandon Gibson\GibsBr00,WR,22,2014,Washington St.
6,195,CLE,James Davis\DaviJa03,RB,23,2010,Clemson
6,196,STL,Keith Null\NullKe00,QB,24,2009,West Texas A&M
6,197,DAL,Stephen Hodge\HodgSt99,DB,22,,TCU
6,198,NWE,Jake Ingram\IngrJa20,C,23,2010,Hawaii
6,199,OAK,Stryker Sulak,DE,,,Missouri
6,200,NYG,DeAndre Wright\WrigDe99,DB,23,,New Mexico
6,201,IND,Curtis Painter\PainCu00,QB,24,2013,Purdue
6,202,OAK,Brandon Myers\MyerBr00,TE,24,2016,Iowa
6,203,TEN,Jason McCourty\McCoJa99,DB,22,2017,Rutgers
6,204,ARI,Will Davis\DaviWi99,DE,23,2010,Illinois
6,205,PIT,Ra'Shon Harris\HarrRa99,DT,23,2009,Oregon
6,206,TEN,Dominique Edison\EdisDo00,WR,23,2009,S.F. Austin
6,207,NWE,Myron Pryor\PryoMy99,DT,23,2012,Kentucky
6,208,DAL,John Phillips\PhilJo00,TE,22,2017,Virginia
6,209,CIN,Bernard Scott\ScotBe00,RB,25,2013,Abilene Christian
7,210,ATL,Vance Walker\WalkVa99,DT,22,2015,Georgia Tech
7,211,STL,Chris Ogbonnaya\OgboCh00,RB,23,2014,Texas
7,212,KAN,Javarris Williams\WillJa05,RB,23,2012,Tennessee St.
7,213,PHI,Paul Fanaika\FanaPa20,G,23,2014,Arizona St.
7,214,MIA,J.D. Folsom\FolsJ.99,LB,25,2009,Weber St.
7,215,CIN,Fui Vakapuna\VakaFu00,RB,25,,BYU
7,216,CAR,Captain Munnerlyn\MunnCa99,DB,21,2017,South Carolina
7,217,TAM,E.J. Biggers\BiggE.99,DB,22,2015,West. Michigan
7,218,GNB,Brad Jones\JoneBr99,LB,23,2015,Colorado
7,219,SFO,Curtis Taylor\TaylCu99,DB,24,2013,LSU
7,220,BUF,Ellis Lankster\LankEl99,DB,22,2014,West Virginia
7,221,WAS,Eddie Williams\WillEd00,RB,22,2012,Idaho
7,222,IND,Pat McAfee\McAfPa44,K,22,2016,West Virginia
7,223,HOU,Troy Nolan\NolaTr99,DB,23,2012,Arizona St.
7,224,SDG,Demetrius Byrd,WR,,,LSU
7,225,DEN,Blake Schlueter\SchlBl20,C,23,,TCU
7,226,PIT,A.Q. Shipley\ShipA.20,C,23,2017,Penn St.
7,227,DAL,Mike Mickens\MickMi99,DB,22,,Cincinnati
7,228,DET,Lydon Murtha\MurtLy20,T,23,2010,Nebraska
7,229,DAL,Manuel Johnson\JohnMa04,WR,22,2010,Oklahoma
7,230,PHI,Moise Fokou\FokoMo99,LB,24,2014,Maryland
7,231,MIN,Jamarca Sanford\SanfJa99,DB,24,2015,Mississippi
7,232,NWE,Julian Edelman\EdelJu00,WR,23,2016,Kent St.
7,233,TAM,Sammie Stroughter\StroSa00,WR,23,2012,Oregon St.
7,234,NWE,Darryl Richard\RichDa97,DT,23,,Georgia Tech
7,235,DET,Zack Follett\FollZa99,LB,22,2010,California
7,236,IND,Jaimie Thomas\ThomJa22,T,23,2010,Maryland
7,237,KAN,Jake O'Connell\OConJa00,TE,23,2012,Miami (OH)
7,238,NYG,Stoney Woodson,DB,,,South Carolina
7,239,TEN,Ryan Durand\DuraRy20,G,23,2010,Syracuse
7,240,ARI,LaRod Stephens-Howling\StepLa00,RB,22,2013,Pittsburgh
7,241,PIT,David Johnson\JohnDa05,TE,22,2016,Arkansas St.
7,242,TEN,Nick Schommer\SchoNi99,DB,23,2010,North Dakota St.
7,243,WAS,Marko Mitchell\MitcMa00,WR,24,2009,Nevada
7,244,SFO,Ricky Jean-Francois\JeanRi99,DT,22,2017,LSU
7,245,SEA,Courtney Greene\GreeCo99,DB,22,2011,Rutgers
7,246,CHI,Lance Louis\LouiLa20,G,24,2015,San Diego St.
7,247,SEA,Nick Reed\ReedNi99,DE,22,2011,Oregon
7,248,SEA,Cameron Morrah\MorrCa00,TE,22,2012,California
7,249,CIN,Clinton McDonald\McDoCl99,DT,22,2017,Memphis
7,250,JAX,Rashad Jennings\JennRa00,RB,24,2016,Liberty
7,251,CHI,Derek Kinder,WR,,,Pittsburgh
7,252,CIN,Freddie Brown,WR,,,Utah
7,253,JAX,Tiquan Underwood\UndeTi00,WR,22,2013,Rutgers
7,254,ARI,Trevor Canfield\CanfTr20,G,23,,Cincinnati
7,255,DET,Dan Gronkowski\GronDa00,TE,24,2011,Maryland
7,256,KAN,Ryan Succop\SuccRy44,K,23,2017,South Carolina
